FlightIndex,FlightNumber,IsDeparting,Destination,Origin,ArrivalTime,OffTime,ArrivalTimeMinutes,OffTimeMinutes,ArrivalTimeActual,OffTimeActual,ArrivalTimeActualMinutes,OffTimeActualMinutes,Aircraft,FlightType,PassengersArr,PassengersDept,DepGate,ArrGate,SchedDepLocal,SchedArrLocal,OutGateLocal,InGateLocal,SchedDepUtc,SchedArrUtc,OutGateUtc,InGateUtc,TailNumber,num_connecting_pax,OptDepGate,OptArrGate
94,AA1211,Y,BOS,DFW,535,705,335,425,535,706,335.0,426.0,2.0,Domestic,0,104,A29,,2016-05-02 07:05:00,2016-05-02 11:46:00,2016-05-02 07:06:00,2016-05-02 11:55:00,725,946,2016-05-02 12:06,2016-05-02 15:55,N978AN,46,,
95,AA1212,Y,MCO,DFW,1340,1445,820,885,1342,1443,822.0,883.0,2.0,Domestic,0,99,A15,,2016-05-02 14:45:00,2016-05-02 18:17:00,2016-05-02 14:43:00,2016-05-02 18:14:00,1185,1337,2016-05-02 19:43,2016-05-02 22:14,N154AA,51,,
96,AA1212,N,DFW,MCO,2110,2140,1270,1300,241,2140,161.0,1300.0,2.0,Domestic,106,0,,A9,2016-05-02 19:14:00,2016-05-02 21:10:00,2016-05-03 01:07:00,2016-05-03 02:41:00,1394,130,2016-05-03 05:07,2016-05-03 07:41,N154AA,44,,
97,AA1213,Y,SAT,DFW,735,825,455,505,741,825,461.0,505.0,2.0,Domestic,0,87,C31,,2016-05-02 08:25:00,2016-05-02 09:30:00,2016-05-02 08:25:00,2016-05-02 09:31:00,805,870,2016-05-02 13:25,2016-05-02 14:31,N9403W,63,,
98,AA1213,N,DFW,SAT,1125,1215,685,735,1107,1213,667.0,733.0,2.0,Domestic,59,0,,C10,2016-05-02 10:12:00,2016-05-02 11:25:00,2016-05-02 10:04:00,2016-05-02 11:07:00,912,985,2016-05-02 15:04,2016-05-02 16:07,N9403W,91,,
99,AA1214,Y,SAN,DFW,1614,1720,974,1040,1626,1717,986.0,1037.0,2.0,Domestic,0,105,A16,,2016-05-02 17:20:00,2016-05-02 18:30:00,2016-05-02 17:17:00,2016-05-02 18:33:00,1340,90,2016-05-02 22:17,2016-05-03 01:33,N151AN,45,,
100,AA1217,N,DFW,DAY,754,824,474,504,850,1033,530.0,633.0,2.0,Domestic,10,0,,C16,2016-05-02 06:15:00,2016-05-02 07:54:00,2016-05-02 06:13:00,2016-05-02 08:50:00,615,774,2016-05-02 10:13,2016-05-02 13:50,N9616G,140,,
101,AA1217,Y,ORD,DFW,739,850,459,530,730,845,450.0,525.0,2.0,Domestic,0,138,C30,,2016-05-02 08:50:00,2016-05-02 11:18:00,2016-05-02 08:45:00,2016-05-02 10:45:00,830,978,2016-05-02 13:45,2016-05-02 15:45,N499AA,12,,
102,AA1218,N,DFW,SMF,1555,1705,955,1025,1537,1705,937.0,1025.0,2.0,,87,0,,C11,2016-05-02 10:30:00,2016-05-02 15:55:00,2016-05-02 10:26:00,2016-05-02 15:37:00,1050,1255,2016-05-02 17:26,2016-05-02 20:37,N850NN,63,,
103,AA1219,N,DFW,SLC,943,1050,583,650,940,1044,580.0,644.0,2.0,,64,0,,C15,2016-05-02 06:00:00,2016-05-02 09:43:00,2016-05-02 05:51:00,2016-05-02 09:40:00,720,883,2016-05-02 11:51,2016-05-02 14:40,N426AA,86,,
104,AA1220,Y,SEA,DFW,1634,1725,994,1045,1630,1725,990.0,1045.0,2.0,Domestic,0,88,C8,,2016-05-02 17:25:00,2016-05-02 19:41:00,2016-05-02 17:25:00,2016-05-02 19:29:00,1345,161,2016-05-02 22:25,2016-05-03 02:29,N915NN,62,,
105,AA1221,N,DFW,AUS,1959,2040,1199,1240,1940,2035,1180.0,1235.0,2.0,Domestic,132,0,,C27,2016-05-02 18:52:00,2016-05-02 19:59:00,2016-05-02 18:46:00,2016-05-02 19:40:00,1432,59,2016-05-02 23:46,2016-05-03 00:40,N571AA,18,,
106,AA1221,Y,AUS,DFW,1600,1700,960,1020,1632,1715,992.0,1035.0,2.0,Domestic,0,46,C17,,2016-05-02 17:00:00,2016-05-02 18:04:00,2016-05-02 17:15:00,2016-05-02 18:13:00,1320,1384,2016-05-02 22:15,2016-05-02 23:13,N571AA,104,,
107,AA1223,N,DFW,JFK,1909,2040,1149,1240,1905,2032,1145.0,1232.0,2.0,,105,0,,A21,2016-05-02 16:05:00,2016-05-02 19:09:00,2016-05-02 15:59:00,2016-05-02 19:05:00,1205,9,2016-05-02 19:59,2016-05-03 00:05,N949AN,45,,
108,AA1224,N,DFW,MCI,919,1015,559,615,1010,1052,610.0,652.0,2.0,,102,0,,C30,2016-05-02 07:35:00,2016-05-02 09:19:00,2016-05-02 07:27:00,2016-05-02 10:10:00,755,859,2016-05-02 12:27,2016-05-02 15:10,N566AA,48,,
109,AA1228,N,DFW,SEA,1101,1225,661,745,1056,1220,656.0,740.0,2.0,,32,0,,A16,2016-05-02 05:00:00,2016-05-02 11:01:00,2016-05-02 04:55:00,2016-05-02 10:56:00,720,961,2016-05-02 11:55,2016-05-02 15:56,N148AN,118,,
110,AA1229,Y,EWR,DFW,1119,1200,679,720,1100,1244,660.0,764.0,2.0,Domestic,0,77,A25,,2016-05-02 12:00:00,2016-05-02 16:28:00,2016-05-02 12:44:00,2016-05-02 16:46:00,1020,1228,2016-05-02 17:44,2016-05-02 20:46,N950AN,73,,
111,AA1230,N,DFW,SEA,603,715,363,435,606,711,366.0,431.0,2.0,,9,0,,A20,2016-05-02 00:10:00,2016-05-02 06:03:00,2016-05-02 00:07:00,2016-05-02 06:06:00,430,663,2016-05-02 07:07,2016-05-02 11:06,N137AA,141,,
112,AA1231,N,DFW,SJC,1430,1540,870,940,1407,1536,847.0,936.0,2.0,,60,0,,A17,2016-05-02 08:56:00,2016-05-02 14:30:00,2016-05-02 08:54:00,2016-05-02 14:07:00,956,1170,2016-05-02 15:54,2016-05-02 19:07,N916NN,90,,
113,AA123,Y,HNL,DFW,743,915,463,555,818,948,498.0,588.0,1.0,Domestic,0,203,C8,,2016-05-02 09:15:00,2016-05-02 12:53:00,2016-05-02 09:48:00,2016-05-02 13:19:00,855,1373,2016-05-02 14:48,2016-05-02 23:19,N377AN,97,,
114,AA1241,Y,ONT,DFW,743,900,463,540,821,908,501.0,548.0,2.0,Domestic,0,25,A29,,2016-05-02 09:00:00,2016-05-02 10:16:00,2016-05-02 09:08:00,2016-05-02 10:35:00,840,1036,2016-05-02 14:08,2016-05-02 17:35,N835NN,125,,
115,AA1241,N,DFW,DTW,743,900,463,540,821,908,501.0,548.0,2.0,Domestic,48,0,,A29,2016-05-02 05:45:00,2016-05-02 07:43:00,2016-05-02 05:49:00,2016-05-02 08:21:00,585,763,2016-05-02 09:49,2016-05-02 13:21,N835NN,102,,
116,AA1242,N,DFW,DEN,1903,2020,1143,1220,1846,2037,1126.0,1237.0,2.0,,108,0,,A28,2016-05-02 16:00:00,2016-05-02 19:03:00,2016-05-02 15:55:00,2016-05-02 18:46:00,1320,3,2016-05-02 21:55,2016-05-02 23:46,N843NN,42,,
117,AA1244,Y,ORD,DFW,1520,1650,920,1010,1520,1646,920.0,1006.0,2.0,Domestic,0,125,C12,,2016-05-02 16:50:00,2016-05-02 19:14:00,2016-05-02 16:46:00,2016-05-02 19:02:00,1310,14,2016-05-02 21:46,2016-05-03 00:02,N482AA,25,,
118,AA1247,Y,LBB,DFW,1741,1835,1061,1115,1810,1856,1090.0,1136.0,2.0,Domestic,0,96,C28,,2016-05-02 18:35:00,2016-05-02 19:50:00,2016-05-02 18:56:00,2016-05-02 20:05:00,1415,50,2016-05-02 23:56,2016-05-03 01:05,N481AA,54,,
119,AA1251,Y,SDF,DFW,1057,1150,657,710,1110,1148,670.0,708.0,2.0,Domestic,0,70,C4,,2016-05-02 11:50:00,2016-05-02 14:54:00,2016-05-02 11:48:00,2016-05-02 14:36:00,1010,1134,2016-05-02 16:48,2016-05-02 18:36,N8027D,80,,
120,AA1251,N,DFW,SDF,1658,1820,1018,1100,1651,1816,1011.0,1096.0,2.0,Domestic,102,0,,C29,2016-05-02 15:35:00,2016-05-02 16:58:00,2016-05-02 15:32:00,2016-05-02 16:51:00,1175,1318,2016-05-02 19:32,2016-05-02 21:51,N8027D,48,,
121,AA1252,Y,PIT,DFW,545,715,345,435,545,711,345.0,431.0,2.0,Domestic,0,97,C2,,2016-05-02 07:15:00,2016-05-02 10:54:00,2016-05-02 07:11:00,2016-05-02 10:59:00,735,894,2016-05-02 12:11,2016-05-02 14:59,N484AA,53,,
122,AA1252,N,DFW,PIT,1424,1509,864,909,1427,1514,867.0,914.0,2.0,Domestic,104,0,,C17,2016-05-02 12:20:00,2016-05-02 14:24:00,2016-05-02 12:16:00,2016-05-02 14:27:00,980,1164,2016-05-02 16:16,2016-05-02 19:27,N484AA,46,,
123,AA1255,N,DFW,TUL,617,705,377,425,616,703,376.0,423.0,2.0,,56,0,,C16,2016-05-02 05:05:00,2016-05-02 06:17:00,2016-05-02 05:02:00,2016-05-02 06:16:00,605,677,2016-05-02 10:02,2016-05-02 11:16,N9625W,94,,
124,AA1259,N,DFW,YYZ,932,1035,572,635,958,1053,598.0,653.0,2.0,,150,0,,C12,2016-05-02 07:00:00,2016-05-02 09:32:00,2016-05-02 06:59:00,2016-05-02 09:58:00,660,872,2016-05-02 10:59,2016-05-02 14:58,N33502,0,,
125,AA1260,Y,DTW,DFW,1318,1410,798,850,1315,1405,795.0,845.0,2.0,Domestic,0,66,C20,,2016-05-02 14:10:00,2016-05-02 17:47:00,2016-05-02 14:05:00,2016-05-02 17:22:00,1150,1307,2016-05-02 19:05,2016-05-02 21:22,N7528A,84,,
126,AA1260,N,DFW,DTW,2037,2107,1237,1267,2042,2107,1242.0,1267.0,2.0,Domestic,118,0,,C20,2016-05-02 18:40:00,2016-05-02 20:37:00,2016-05-02 18:37:00,2016-05-02 20:42:00,1360,97,2016-05-02 22:37,2016-05-03 01:42,N7528A,32,,
127,AA1264,Y,YVR,DFW,818,935,498,575,900,947,540.0,587.0,2.0,,0,150,A15,,2016-05-02 09:35:00,2016-05-02 11:54:00,2016-05-02 09:47:00,2016-05-02 11:46:00,875,1134,2016-05-02 14:47,2016-05-02 18:46,N802NN,0,,
128,AA1268,Y,SAT,DFW,1905,2025,1145,1225,1857,2151,1137.0,1311.0,2.0,Domestic,0,78,A10,,2016-05-02 20:25:00,2016-05-02 21:36:00,2016-05-02 21:51:00,2016-05-02 23:03:00,85,156,2016-05-03 02:51,2016-05-03 04:03,N936AN,72,,
129,AA1271,Y,RIC,DFW,1857,2005,1137,1205,1836,1959,1116.0,1199.0,2.0,Domestic,0,80,C12,,2016-05-02 20:05:00,2016-05-02 23:51:00,2016-05-02 19:59:00,2016-05-02 23:42:00,65,231,2016-05-03 00:59,2016-05-03 03:42,N955U,70,,
130,AA1273,Y,SFO,DFW,2049,2200,1249,1320,2033,2155,1233.0,1315.0,2.0,Domestic,0,69,A25,,2016-05-02 22:00:00,2016-05-02 23:49:00,2016-05-02 21:55:00,2016-05-02 23:44:00,180,409,2016-05-03 02:55,2016-05-03 06:44,N155NN,81,,
131,AA1276,Y,RSW,DFW,900,1030,540,630,900,1024,540.0,624.0,2.0,Domestic,0,55,A16,,2016-05-02 10:30:00,2016-05-02 14:05:00,2016-05-02 10:24:00,2016-05-02 13:52:00,930,1085,2016-05-02 15:24,2016-05-02 17:52,N937AN,95,,
132,AA1276,N,DFW,RSW,1655,1810,1015,1090,1702,1806,1022.0,1086.0,2.0,Domestic,75,0,,A10,2016-05-02 14:56:00,2016-05-02 16:55:00,2016-05-02 14:52:00,2016-05-02 17:02:00,1136,1315,2016-05-02 18:52,2016-05-02 22:02,N937AN,75,,
133,AA1278,Y,SNA,DFW,924,1024,564,624,956,1037,596.0,637.0,2.0,Domestic,0,14,A28,,2016-05-02 10:24:00,2016-05-02 11:40:00,2016-05-02 10:37:00,2016-05-02 11:59:00,924,1120,2016-05-02 15:37,2016-05-02 18:59,N814NN,136,,
134,AA1278,N,DFW,SNA,1738,1820,1058,1100,1725,1820,1045.0,1100.0,2.0,Domestic,77,0,,A24,2016-05-02 12:42:00,2016-05-02 17:38:00,2016-05-02 12:40:00,2016-05-02 17:25:00,1182,1358,2016-05-02 19:40,2016-05-02 22:25,N814NN,73,,
135,AA127,N,DFW,EWR,923,1040,563,640,951,1047,591.0,647.0,2.0,,90,0,,A25,2016-05-02 06:30:00,2016-05-02 09:23:00,2016-05-02 06:24:00,2016-05-02 09:51:00,630,863,2016-05-02 10:24,2016-05-02 14:51,N955NN,60,,
136,AA1282,N,DFW,ABQ,1049,1155,649,715,1051,1151,651.0,711.0,2.0,,14,0,,C29,2016-05-02 08:00:00,2016-05-02 10:49:00,2016-05-02 07:57:00,2016-05-02 10:51:00,840,949,2016-05-02 13:57,2016-05-02 15:51,N479AA,136,,
137,AA1286,Y,OMA,DFW,1255,1350,775,830,1244,1342,764.0,822.0,2.0,Domestic,0,81,C16,,2016-05-02 13:50:00,2016-05-02 15:34:00,2016-05-02 13:42:00,2016-05-02 15:21:00,1130,1234,2016-05-02 18:42,2016-05-02 20:21,N467AA,69,,
138,AA1286,N,DFW,OMA,1845,2015,1125,1215,1841,2011,1121.0,1211.0,2.0,Domestic,126,0,,C22,2016-05-02 16:49:00,2016-05-02 18:45:00,2016-05-02 16:46:00,2016-05-02 18:41:00,1309,1425,2016-05-02 21:46,2016-05-02 23:41,N467AA,24,,
139,AA1288,N,DFW,BOS,1605,1720,965,1040,1616,1717,976.0,1037.0,2.0,Domestic,89,0,,A33,2016-05-02 12:43:00,2016-05-02 16:05:00,2016-05-02 12:42:00,2016-05-02 16:16:00,1003,1265,2016-05-02 16:42,2016-05-02 21:16,N978AN,61,,
140,AA1288,Y,SNA,DFW,1605,1720,965,1040,1616,1717,976.0,1037.0,2.0,Domestic,0,106,A33,,2016-05-02 17:20:00,2016-05-02 18:37:00,2016-05-02 17:17:00,2016-05-02 18:39:00,1340,97,2016-05-02 22:17,2016-05-03 01:39,N978AN,44,,
141,AA1289,N,DFW,BOS,818,935,498,575,900,947,540.0,587.0,2.0,,49,0,,A15,2016-05-02 05:00:00,2016-05-02 08:18:00,2016-05-02 04:51:00,2016-05-02 09:00:00,540,798,2016-05-02 08:51,2016-05-02 14:00,N802NN,101,,
142,AA128,Y,EWR,DFW,1903,2020,1143,1220,1846,2037,1126.0,1237.0,2.0,Domestic,0,88,A28,,2016-05-02 20:20:00,2016-05-03 00:48:00,2016-05-02 20:37:00,2016-05-03 00:42:00,80,288,2016-05-03 01:37,2016-05-03 04:42,N843NN,62,,
143,AA1292,Y,TUL,DFW,1115,1245,675,765,1219,1303,739.0,783.0,2.0,Domestic,0,71,A23,,2016-05-02 12:45:00,2016-05-02 13:49:00,2016-05-02 13:03:00,2016-05-02 13:56:00,1065,1129,2016-05-02 18:03,2016-05-02 18:56,N932NN,79,,
144,AA1292,N,DFW,TUL,1550,1700,950,1020,1546,1703,946.0,1023.0,2.0,Domestic,80,0,,A9,2016-05-02 14:35:00,2016-05-02 15:50:00,2016-05-02 14:40:00,2016-05-02 15:46:00,1175,1250,2016-05-02 19:40,2016-05-02 20:46,N932NN,70,,
145,AA1294,N,DFW,MIA,2353,23,1433,1463,2336,23,1416.0,1463.0,,,0,0,,A25,2016-05-02 21:35:00,2016-05-02 23:53:00,2016-05-02 21:31:00,2016-05-02 23:36:00,95,293,2016-05-03 01:31,2016-05-03 04:36,N903NN,0,,
146,AA1298,Y,SNA,DFW,545,715,345,435,545,710,345.0,430.0,2.0,Domestic,0,137,A14,,2016-05-02 07:15:00,2016-05-02 08:32:00,2016-05-02 07:10:00,2016-05-02 08:31:00,735,932,2016-05-02 12:10,2016-05-02 15:31,N953NN,13,,
147,AA1298,N,DFW,SNA,1418,1520,858,920,1405,1516,845.0,916.0,2.0,Domestic,78,0,,A33,2016-05-02 09:25:00,2016-05-02 14:18:00,2016-05-02 09:26:00,2016-05-02 14:05:00,985,1158,2016-05-02 16:26,2016-05-02 19:05,N953NN,72,,
148,AA1300,Y,MSY,DFW,1430,1535,870,935,1413,1533,853.0,933.0,2.0,Domestic,0,45,A9,,2016-05-02 15:35:00,2016-05-02 17:02:00,2016-05-02 15:33:00,2016-05-02 16:49:00,1235,1322,2016-05-02 20:33,2016-05-02 21:49,N910NN,105,,
149,AA1300,N,DFW,MSY,1934,2035,1174,1235,1928,2038,1168.0,1238.0,2.0,Domestic,92,0,,A15,2016-05-02 17:47:00,2016-05-02 19:34:00,2016-05-02 17:52:00,2016-05-02 19:28:00,1367,34,2016-05-02 22:52,2016-05-03 00:28,N910NN,58,,
150,AA1302,Y,FLL,DFW,540,710,340,430,540,707,340.0,427.0,2.0,Domestic,0,106,A18,,2016-05-02 07:10:00,2016-05-02 10:59:00,2016-05-02 07:07:00,2016-05-02 10:43:00,730,899,2016-05-02 12:07,2016-05-02 14:43,N840NN,44,,
151,AA1302,N,DFW,FLL,1420,1520,860,920,1410,1521,850.0,921.0,2.0,Domestic,116,0,,C2,2016-05-02 12:01:00,2016-05-02 14:20:00,2016-05-02 11:59:00,2016-05-02 14:10:00,961,1160,2016-05-02 15:59,2016-05-02 19:10,N840NN,34,,
152,AA1304,N,DFW,OKC,1138,1230,698,750,1130,1232,690.0,752.0,2.0,,80,0,,C26,2016-05-02 10:35:00,2016-05-02 11:38:00,2016-05-02 10:32:00,2016-05-02 11:30:00,935,998,2016-05-02 15:32,2016-05-02 16:30,N9681B,70,,
153,AA1308,N,DFW,SEA,1243,1355,763,835,1249,1350,769.0,830.0,2.0,,75,0,,A25,2016-05-02 06:45:00,2016-05-02 12:43:00,2016-05-02 06:41:00,2016-05-02 12:49:00,825,1063,2016-05-02 13:41,2016-05-02 17:49,N934AN,75,,
154,AA1316,Y,PHL,DFW,445,615,285,375,445,620,285.0,380.0,2.0,Domestic,0,142,A13,,2016-05-02 06:15:00,2016-05-02 10:26:00,2016-05-02 06:20:00,2016-05-02 10:15:00,675,866,2016-05-02 11:20,2016-05-02 14:15,N146AA,8,,
155,AA1316,N,DFW,PHL,1427,1545,867,945,1417,1539,857.0,939.0,2.0,Domestic,110,0,,A25,2016-05-02 11:40:00,2016-05-02 14:27:00,2016-05-02 11:37:00,2016-05-02 14:17:00,940,1167,2016-05-02 15:37,2016-05-02 19:17,N146AA,40,,
156,AA1318,N,DFW,SJC,1235,1335,755,815,1225,1332,745.0,812.0,2.0,,13,0,,A16,2016-05-02 06:59:00,2016-05-02 12:35:00,2016-05-02 07:04:00,2016-05-02 12:25:00,839,1055,2016-05-02 14:04,2016-05-02 17:25,N902NN,137,,
157,AA1327,Y,PHL,DFW,1429,1525,869,925,1417,1524,857.0,924.0,2.0,Domestic,0,92,C12,,2016-05-02 15:25:00,2016-05-02 19:41:00,2016-05-02 15:24:00,2016-05-02 19:41:00,1225,1421,2016-05-02 20:24,2016-05-02 23:41,N979TW,58,,
158,AA1327,N,DFW,PHL,2339,9,1419,1449,104,9,64.0,1449.0,2.0,Domestic,150,0,,C27,2016-05-02 20:50:00,2016-05-02 23:39:00,2016-05-02 22:03:00,2016-05-03 01:04:00,50,279,2016-05-03 02:03,2016-05-03 06:04,N979TW,0,,
159,AA132,Y,EWR,DFW,1815,1909,1095,1149,1803,1908,1083.0,1148.0,2.0,Domestic,0,101,C11,,2016-05-02 19:09:00,2016-05-02 23:37:00,2016-05-02 19:08:00,2016-05-02 23:10:00,9,217,2016-05-03 00:08,2016-05-03 03:10,N982AN,49,,
160,AA1330,Y,ELP,DFW,1049,1155,649,715,1051,1151,651.0,711.0,2.0,Domestic,0,71,C29,,2016-05-02 11:55:00,2016-05-02 12:41:00,2016-05-02 11:51:00,2016-05-02 12:38:00,1015,1121,2016-05-02 16:51,2016-05-02 18:38,N479AA,79,,
161,AA1330,N,DFW,ELP,1610,1655,970,1015,1555,1710,955.0,1030.0,2.0,Domestic,90,0,,C28,2016-05-02 13:25:00,2016-05-02 16:10:00,2016-05-02 13:23:00,2016-05-02 15:55:00,1165,1270,2016-05-02 19:23,2016-05-02 20:55,N479AA,60,,
162,AA1331,Y,CLE,DFW,530,700,330,420,530,656,330.0,416.0,2.0,Domestic,0,117,C14,,2016-05-02 07:00:00,2016-05-02 10:37:00,2016-05-02 06:56:00,2016-05-02 10:14:00,720,877,2016-05-02 11:56,2016-05-02 14:14,N7528A,33,,
163,AA1336,N,DFW,ORD,1223,1335,743,815,1225,1331,745.0,811.0,2.0,,136,0,,C21,2016-05-02 09:52:00,2016-05-02 12:23:00,2016-05-02 09:47:00,2016-05-02 12:25:00,892,1043,2016-05-02 14:47,2016-05-02 17:25,N962TW,14,,
164,AA1339,N,DFW,TPA,918,1015,558,615,923,1025,563.0,625.0,2.0,,62,0,,A29,2016-05-02 07:30:00,2016-05-02 09:18:00,2016-05-02 07:26:00,2016-05-02 09:23:00,690,858,2016-05-02 11:26,2016-05-02 14:23,N920NN,88,,
165,AA1342,N,DFW,SNA,1233,1335,753,815,1224,1333,744.0,813.0,2.0,,9,0,,A28,2016-05-02 07:30:00,2016-05-02 12:33:00,2016-05-02 07:43:00,2016-05-02 12:24:00,870,1053,2016-05-02 14:43,2016-05-02 17:24,N936AN,141,,
166,AA1343,Y,CUN,DFW,530,700,330,420,530,652,330.0,412.0,,,0,0,C6,,2016-05-02 07:00:00,2016-05-02 09:41:00,2016-05-02 06:52:00,2016-05-02 09:25:00,720,881,2016-05-02 11:52,2016-05-02 14:25,N852NN,0,,
167,AA1345,N,DFW,ATL,1040,1150,640,710,1022,1144,622.0,704.0,2.0,Domestic,125,0,,A18,2016-05-02 09:09:00,2016-05-02 10:40:00,2016-05-02 09:03:00,2016-05-02 10:22:00,789,940,2016-05-02 13:03,2016-05-02 15:22,N836NN,25,,
168,AA1345,Y,JFK,DFW,1040,1150,640,710,1022,1144,622.0,704.0,2.0,Domestic,0,0,A18,,2016-05-02 11:50:00,2016-05-02 16:27:00,2016-05-02 11:44:00,2016-05-02 16:20:00,1010,1227,2016-05-02 16:44,2016-05-02 20:20,N836NN,152,,
169,AA1346,Y,TUS,DFW,803,850,483,530,810,851,490.0,531.0,2.0,Domestic,0,66,C2,,2016-05-02 08:50:00,2016-05-02 09:19:00,2016-05-02 08:51:00,2016-05-02 09:26:00,830,979,2016-05-02 13:51,2016-05-02 16:26,N9409F,84,,
170,AA1348,Y,RDU,DFW,1205,1335,725,815,1205,1402,725.0,842.0,2.0,Domestic,0,36,C31,,2016-05-02 13:35:00,2016-05-02 17:13:00,2016-05-02 14:02:00,2016-05-02 18:08:00,1115,1273,2016-05-02 19:02,2016-05-02 22:08,N9624T,114,,
171,AA1349,Y,SEA,DFW,926,1025,566,625,940,1029,580.0,629.0,2.0,Domestic,0,21,A14,,2016-05-02 10:25:00,2016-05-02 12:40:00,2016-05-02 10:29:00,2016-05-02 12:28:00,925,1180,2016-05-02 15:29,2016-05-02 19:28,N941AN,129,,
172,AA1349,N,DFW,RDU,921,951,561,591,1219,1303,739.0,783.0,2.0,Domestic,56,0,,A23,2016-05-02 07:10:00,2016-05-02 09:21:00,2016-05-02 09:54:00,2016-05-02 12:19:00,670,861,2016-05-02 13:54,2016-05-02 17:19,N932NN,94,,
173,AA1351,N,DFW,BWI,908,1030,548,630,932,1046,572.0,646.0,2.0,,59,0,,A10,2016-05-02 06:40:00,2016-05-02 09:08:00,2016-05-02 06:40:00,2016-05-02 09:32:00,640,848,2016-05-02 10:40,2016-05-02 14:32,N955AN,91,,
174,AA1355,Y,PDX,DFW,909,1025,549,625,959,1045,599.0,645.0,2.0,Domestic,0,32,A11,,2016-05-02 10:25:00,2016-05-02 12:27:00,2016-05-02 10:45:00,2016-05-02 12:43:00,925,1167,2016-05-02 15:45,2016-05-02 19:43,N867NN,118,,
175,AA1355,N,DFW,PDX,1906,2035,1146,1235,1914,2032,1154.0,1232.0,2.0,Domestic,98,0,,A17,2016-05-02 13:12:00,2016-05-02 19:06:00,2016-05-02 13:24:00,2016-05-02 19:14:00,1212,6,2016-05-02 20:24,2016-05-03 00:14,N867NN,52,,
176,AA1356,N,DFW,AUS,1115,1215,675,735,1057,1209,657.0,729.0,2.0,Domestic,56,0,,C20,2016-05-02 10:09:00,2016-05-02 11:15:00,2016-05-02 10:03:00,2016-05-02 10:57:00,909,975,2016-05-02 15:03,2016-05-02 15:57,N485AA,94,,
177,AA1356,Y,AUS,DFW,738,830,458,510,721,824,441.0,504.0,2.0,Domestic,0,76,C28,,2016-05-02 08:30:00,2016-05-02 09:29:00,2016-05-02 08:24:00,2016-05-02 09:22:00,810,869,2016-05-02 13:24,2016-05-02 14:22,N485AA,74,,
178,AA1369,N,DFW,SJC,1721,1751,1041,1071,1704,1755,1024.0,1075.0,2.0,,76,0,,A13,2016-05-02 11:45:00,2016-05-02 17:21:00,2016-05-02 11:45:00,2016-05-02 17:04:00,1125,1341,2016-05-02 18:45,2016-05-02 22:04,N887NN,74,,
179,AA1371,Y,DSM,DFW,1920,2015,1160,1215,1901,2050,1141.0,1250.0,2.0,Domestic,0,77,C19,,2016-05-02 20:15:00,2016-05-02 22:05:00,2016-05-02 20:50:00,2016-05-02 22:29:00,75,185,2016-05-03 01:50,2016-05-03 03:29,N983TW,73,,
180,AA1373,Y,JAX,DFW,1105,1155,665,715,1049,1154,649.0,714.0,2.0,Domestic,0,59,C16,,2016-05-02 11:55:00,2016-05-02 15:16:00,2016-05-02 11:54:00,2016-05-02 15:09:00,1015,1156,2016-05-02 16:54,2016-05-02 19:09,N436AA,91,,
181,AA1373,N,DFW,JAX,1752,1855,1072,1135,1742,1849,1062.0,1129.0,2.0,Domestic,95,0,,C14,2016-05-02 16:00:00,2016-05-02 17:52:00,2016-05-02 15:58:00,2016-05-02 17:42:00,1200,1372,2016-05-02 19:58,2016-05-02 22:42,N436AA,55,,
182,AA1375,Y,LAS,DFW,545,715,345,435,545,712,345.0,432.0,2.0,Domestic,0,134,C21,,2016-05-02 07:15:00,2016-05-02 08:16:00,2016-05-02 07:12:00,2016-05-02 08:24:00,735,916,2016-05-02 12:12,2016-05-02 15:24,N991AN,16,,
183,AA137,N,DFW,LGA,1048,1200,648,720,1052,1155,652.0,715.0,2.0,,78,0,,A33,2016-05-02 07:50:00,2016-05-02 10:48:00,2016-05-02 07:50:00,2016-05-02 10:52:00,710,948,2016-05-02 11:50,2016-05-02 15:52,N853NN,72,,
184,AA1381,Y,CMH,DFW,1725,1820,1045,1100,1721,1818,1041.0,1098.0,2.0,Domestic,0,104,C19,,2016-05-02 18:20:00,2016-05-02 21:42:00,2016-05-02 18:18:00,2016-05-02 21:27:00,1400,102,2016-05-02 23:18,2016-05-03 01:27,N961TW,46,,
185,AA1382,N,DFW,IND,2052,2155,1252,1315,2047,2149,1247.0,1309.0,2.0,,108,0,,C16,2016-05-02 19:30:00,2016-05-02 20:52:00,2016-05-02 19:20:00,2016-05-02 20:47:00,1410,112,2016-05-02 23:20,2016-05-03 01:47,N487AA,42,,
186,AA1386,N,DFW,AUS,1634,1755,994,1075,1626,1750,986.0,1070.0,2.0,,97,0,,C26,2016-05-02 15:27:00,2016-05-02 16:34:00,2016-05-02 15:26:00,2016-05-02 16:26:00,1227,1294,2016-05-02 20:26,2016-05-02 21:26,N9029F,53,,
187,AA1393,Y,SFO,DFW,1740,1845,1060,1125,1737,1843,1057.0,1123.0,2.0,Domestic,0,94,A14,,2016-05-02 18:45:00,2016-05-02 20:37:00,2016-05-02 18:43:00,2016-05-02 20:23:00,1425,217,2016-05-02 23:43,2016-05-03 03:23,N158AN,56,,
